Score_crediticio,Ingreso_Neto,MONTO_SOLICITADO,TIEMPO_EMPLEO,TIPO_CONTRATO,GRADO_DE_ESTUDIOS,ESTADO_CIVIL,Edad,NUM_DEPENDIENTES,TIPO_DE_VIVIENDA,Tipo_de_cargo,Tipo_de_ocupacion,Plazo_del_prestamo,Frecuencia_de_pago,Porcentaje_Incumplimiento,credito_pagado,TIEMPO_RESIDENCIA_DOMICILIO
442,15326,35682,6,Pensionado jubilado,Primaria,Soltero,61,1,Inquilino,Ventas por catÃ¡logo,supervisor almacenes,12,mensual,0.8,0,12
714,49555,129302,6,Pensionado jubilado,Especialidad,Casado,63,1,Inquilino,Jubilado,mecÃ¡nico,15,mensual,0.2,1,12
812,6560,150361,6,Trabajador independiente,Ingeniería,Viudo,51,0,Inquilino,Administrativo,Atencion al cliente,15,quincenal,0.1,1,12
672,18612,120359,6,Trabajo asalariado,Especialidad,Viudo,58,1,Propietario,Jubilado,intendente,12,quincenal,0.5,0,12
558,22650,143999,6,Trabajo asalariado,Educación Básica,Divorciado,27,1,Inquilino,Administrativo,alfarero,9,semanal,0.8,0,12
770,31745,184402,6,Pensionado jubilado,Media superior,Divorciado,34,4,Inquilino,Ventas por catÃ¡logo,enfermera,9,catorcenal,0.2,1,12
311,36890,71707,6,Trabajo eventual,Preparatoria,Casado,34,3,Propietario,Jubilado,agricultor,6,quincenal,0.8,0,12
629,25022,70428,6,Trabajador independiente,Bachillerato,Soltero,20,3,Propietario,Administrativo,agricultor,15,quincenal,0.5,1,12
657,9780,55601,6,Trabajador independiente,Media superior,Casado,48,4,Propietario,Administrativo,Contadora,12,mensual,0.5,0,12
707,23311,138611,6,Trabajo asalariado,Educación Básica,Viudo,68,1,Inquilino,Operativo,gerente,18,quincenal,0.2,1,12
672,33380,116487,6,Pensionado jubilado,Preparatoria,Soltero,18,4,Inquilino,Ventas por catÃ¡logo,labor de hogar,9,quincenal,0.5,1,12
307,49662,158741,6,Trabajo asalariado,Primaria,Soltero,29,0,Inquilino,Jubilado,enfermera,3,semanal,0.8,0,12
421,7356,156716,6,Trabajo asalariado,Media superior,Soltero,56,3,Propietario,Operativo,director de obras pÃºblicas,3,catorcenal,0.8,0,12
647,9790,154817,6,Pensionado jubilado,Preparatoria,Soltero,21,2,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,3,quincenal,0.5,1,12
389,31911,33228,6,Trabajo eventual,Licenciatura,Casado,59,0,Propietario,Operativo,Empleado,9,mensual,0.8,0,12
615,29363,170593,6,Trabajador independiente,Especialidad,Divorciado,30,0,Propietario,Jubilado,tortillera,6,mensual,0.5,0,12
477,25049,127788,6,Trabajo eventual,Bachillerato,Divorciado,51,4,Inquilino,Administrativo,labor de hogar,12,quincenal,0.8,0,12
839,15181,102239,6,Pensionado jubilado,Secundaria,Viudo,59,1,Inquilino,Jubilado,agricultor,15,semanal,0.1,1,12
340,44825,31928,6,Pensionado jubilado,Licenciatura,Divorciado,38,3,Inquilino,Ventas por catÃ¡logo,docente,18,quincenal,0.8,0,12
801,21082,23322,6,Trabajador independiente,Media superior,Divorciado,39,2,Inquilino,Jubilado,agricultor,3,mensual,0.1,1,12
444,5661,193786,6,Trabajo eventual,Maestría,Divorciado,21,0,Inquilino,Ventas por catÃ¡logo,mecÃ¡nico,9,catorcenal,0.8,0,12
500,42412,92896,6,Trabajador independiente,Preparatoria,Divorciado,35,2,Inquilino,Operativo,tortillera,6,semanal,0.8,0,12
760,7920,67292,6,Trabajo asalariado,Primaria,Viudo,22,1,Inquilino,Ventas por catÃ¡logo,intendente,18,quincenal,0.2,1,12
846,30658,34055,6,Trabajo asalariado,Primaria,Casado,36,1,Inquilino,Administrativo,intendente,6,mensual,0.1,1,12
552,19025,47891,6,Trabajo asalariado,Maestría,Soltero,19,2,Propietario,Administrativo,mecÃ¡nico,9,semanal,0.8,1,12
689,13946,86912,6,Trabajo eventual,Media superior,Divorciado,29,3,Propietario,Administrativo,carpintero,15,mensual,0.5,1,12
555,33706,142660,6,Trabajo asalariado,Primaria,Casado,34,1,Inquilino,Operativo,Administrativo,9,quincenal,0.8,0,12
749,44004,95536,6,Trabajador independiente,Ingeniería,Divorciado,27,2,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,9,catorcenal,0.2,1,12
309,21309,11304,6,Trabajo eventual,Primaria,Divorciado,51,0,Inquilino,Operativo,Programador,6,semanal,0.8,0,12
541,38120,12345,6,Trabajador independiente,Bachillerato,Soltero,23,2,Inquilino,Jubilado,Contadora,9,semanal,0.8,0,12
550,35027,165372,6,Pensionado jubilado,Ingeniería,Soltero,25,2,Propietario,Jubilado,costurera,9,catorcenal,0.8,1,12
304,12005,160331,6,Trabajo eventual,Educación Básica,Soltero,68,4,Inquilino,Jubilado,enfermera,12,quincenal,0.8,1,12
418,5956,96006,6,Trabajador independiente,Educación Básica,Divorciado,28,1,Inquilino,Jubilado,Encargado de restaurant,12,mensual,0.8,0,12
673,39839,151424,6,Trabajador independiente,Preparatoria,Divorciado,29,3,Inquilino,Administrativo,supervisor almacenes,9,quincenal,0.5,0,12
364,13595,134350,6,Trabajo eventual,Ingeniería,Divorciado,26,3,Inquilino,Ventas por catÃ¡logo,Administrativo,18,catorcenal,0.8,0,12
445,17803,169437,6,Pensionado jubilado,Licenciatura,Soltero,19,4,Inquilino,Administrativo,intendente,18,mensual,0.8,0,12
523,30963,24446,6,Trabajo eventual,Preparatoria,Viudo,25,3,Inquilino,Ventas por catÃ¡logo,alfarero,9,catorcenal,0.8,0,12
538,41221,7336,6,Trabajo asalariado,Licenciatura,Casado,28,2,Inquilino,Ventas por catÃ¡logo,Contadora,15,catorcenal,0.8,0,12
476,44443,67032,6,Trabajo asalariado,Bachillerato,Viudo,53,4,Propietario,Operativo,Administrativo,15,quincenal,0.8,0,12
581,38723,102852,6,Pensionado jubilado,Especialidad,Divorciado,27,0,Propietario,Jubilado,Oficial AlbaÃ±il,15,mensual,0.8,0,12
362,44063,143593,6,Trabajador independiente,Media superior,Divorciado,38,1,Inquilino,Ventas por catÃ¡logo,carpintero,18,catorcenal,0.8,0,12
516,20282,159553,6,Trabajador independiente,Ingeniería,Viudo,37,1,Propietario,Jubilado,gerente,6,mensual,0.8,0,12
760,9703,23474,6,Trabajador independiente,Maestría,Divorciado,65,1,Inquilino,Jubilado,policia,3,quincenal,0.2,1,12
404,11563,182832,6,Trabajo eventual,Secundaria,Casado,25,2,Inquilino,Jubilado,supervisor almacenes,6,semanal,0.8,0,12
398,30849,60718,6,Trabajo eventual,Media superior,Divorciado,53,0,Inquilino,Administrativo,Empleado,9,semanal,0.8,0,12
810,36860,49629,6,Pensionado jubilado,Bachillerato,Casado,46,4,Inquilino,Jubilado,docente,6,quincenal,0.1,1,12
684,36585,50232,6,Trabajo asalariado,Ingeniería,Viudo,59,4,Propietario,Ventas por catÃ¡logo,mecÃ¡nico,6,semanal,0.5,1,12
704,27015,91544,6,Trabajador independiente,Educación Básica,Viudo,29,1,Propietario,Administrativo,supervisor almacenes,9,catorcenal,0.2,1,12
817,17003,55669,6,Trabajo asalariado,Media superior,Divorciado,31,0,Propietario,Jubilado,enfermera,9,semanal,0.1,1,12
775,48585,74184,6,Trabajo eventual,Licenciatura,Casado,65,0,Propietario,Operativo,Atencion al cliente,3,semanal,0.2,0,12
736,31958,184017,6,Trabajo eventual,Maestría,Divorciado,67,0,Inquilino,Jubilado,Encargado de restaurant,12,quincenal,0.2,1,12
322,31017,18140,6,Trabajo eventual,Media superior,Soltero,38,3,Propietario,Jubilado,agricultor,15,mensual,0.8,0,12
757,16171,131468,6,Trabajo asalariado,Secundaria,Soltero,39,3,Inquilino,Administrativo,licenciada,3,catorcenal,0.2,1,12
382,17201,88457,6,Pensionado jubilado,Bachillerato,Soltero,38,1,Inquilino,Ventas por catÃ¡logo,mecÃ¡nico,18,semanal,0.8,0,12
444,34426,19357,6,Pensionado jubilado,Bachillerato,Soltero,61,0,Propietario,Jubilado,costurera,18,semanal,0.8,1,12
384,22778,116672,6,Trabajo eventual,Preparatoria,Divorciado,67,0,Inquilino,Administrativo,licenciada,12,semanal,0.8,0,12
377,47229,73673,6,Trabajador independiente,Bachillerato,Soltero,47,4,Propietario,Administrativo,intendente,18,mensual,0.8,0,12
756,26116,126673,6,Trabajo asalariado,Preparatoria,Casado,56,4,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,18,mensual,0.2,1,12
300,38297,70633,6,Trabajo eventual,Bachillerato,Viudo,37,1,Propietario,Administrativo,Atencion al cliente,9,quincenal,0.8,0,12
350,24342,101111,6,Trabajo asalariado,Secundaria,Viudo,41,0,Propietario,Ventas por catÃ¡logo,director de obras pÃºblicas,3,catorcenal,0.8,0,12
745,32490,83258,6,Trabajo asalariado,Bachillerato,Soltero,40,1,Propietario,Operativo,tortillera,15,quincenal,0.2,1,12
748,24975,148996,6,Pensionado jubilado,Maestría,Soltero,24,4,Inquilino,Jubilado,Atencion al cliente,18,mensual,0.2,1,12
787,31723,74286,6,Trabajo eventual,Especialidad,Soltero,26,4,Propietario,Administrativo,licenciada,6,quincenal,0.2,1,12
333,28279,98269,6,Pensionado jubilado,Educación Básica,Divorciado,18,3,Propietario,Operativo,alfarero,18,semanal,0.8,0,12
647,17765,79071,6,Trabajo eventual,Maestría,Viudo,43,1,Inquilino,Administrativo,licenciada,18,mensual,0.5,0,12
394,16561,193398,6,Trabajo asalariado,Bachillerato,Soltero,55,1,Propietario,Administrativo,Jubilado,15,mensual,0.8,0,12
371,46899,35651,6,Pensionado jubilado,Ingeniería,Casado,55,0,Propietario,Operativo,ventas,3,quincenal,0.8,0,12
453,5525,75202,6,Trabajo asalariado,Licenciatura,Soltero,61,0,Inquilino,Administrativo,docente,3,quincenal,0.8,1,12
549,27861,53777,6,Trabajo eventual,Especialidad,Viudo,39,3,Inquilino,Administrativo,policia,15,mensual,0.8,0,12
737,38142,153066,6,Trabajador independiente,Educación Básica,Soltero,61,2,Propietario,Operativo,Programador,6,catorcenal,0.2,1,12
417,31916,72263,6,Pensionado jubilado,Licenciatura,Viudo,27,2,Inquilino,Administrativo,Mesera,12,mensual,0.8,0,12
605,49965,195706,6,Pensionado jubilado,Maestría,Soltero,23,2,Propietario,Ventas por catÃ¡logo,Administrativo,18,semanal,0.5,1,12
567,9648,105158,6,Trabajo asalariado,Secundaria,Casado,34,1,Inquilino,Administrativo,Programador,6,semanal,0.8,1,12
353,40133,15800,6,Trabajo asalariado,Secundaria,Soltero,68,1,Propietario,Jubilado,licenciada,15,catorcenal,0.8,0,12
535,35523,42823,6,Trabajador independiente,Licenciatura,Casado,67,4,Propietario,Administrativo,director de obras pÃºblicas,6,catorcenal,0.8,0,12
688,34052,68878,6,Pensionado jubilado,Ingeniería,Casado,55,1,Propietario,Jubilado,licenciada,15,semanal,0.5,1,12
700,39414,23708,6,Trabajo eventual,Licenciatura,Soltero,41,1,Inquilino,Jubilado,intendente,6,semanal,0.2,1,12
602,37781,148891,6,Trabajo eventual,Maestría,Casado,68,1,Propietario,Administrativo,Oficial AlbaÃ±il,12,quincenal,0.5,0,12
506,9599,68870,6,Pensionado jubilado,Licenciatura,Divorciado,27,3,Inquilino,Operativo,Jubilado,9,quincenal,0.8,1,12
528,40046,14283,6,Pensionado jubilado,Educación Básica,Soltero,25,1,Propietario,Ventas por catÃ¡logo,labor de hogar,12,semanal,0.8,0,12
374,40923,166645,6,Pensionado jubilado,Ingeniería,Soltero,38,0,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,3,mensual,0.8,0,12
734,46089,83707,6,Trabajador independiente,Primaria,Casado,23,0,Propietario,Administrativo,Administrativo,3,semanal,0.2,1,12
402,8814,167005,6,Trabajo eventual,Media superior,Casado,38,4,Propietario,Operativo,labor de hogar,6,catorcenal,0.8,0,12
721,40984,10774,6,Trabajo eventual,Primaria,Soltero,56,3,Propietario,Operativo,intendente,15,catorcenal,0.2,1,12
605,31616,147055,6,Trabajo asalariado,Preparatoria,Divorciado,41,0,Inquilino,Ventas por catÃ¡logo,Jubilado,12,catorcenal,0.5,1,12
397,7113,101468,6,Trabajo asalariado,Licenciatura,Casado,50,3,Inquilino,Operativo,obrero,15,semanal,0.8,0,12
634,48006,101334,6,Pensionado jubilado,Secundaria,Casado,35,3,Inquilino,Administrativo,labor de hogar,12,mensual,0.5,0,12
734,18760,23133,6,Trabajo asalariado,Primaria,Viudo,45,4,Propietario,Administrativo,vendedor,6,semanal,0.2,1,12
746,26927,151011,6,Trabajador independiente,Bachillerato,Divorciado,69,3,Propietario,Operativo,docente,6,catorcenal,0.2,1,12
607,25939,5781,6,Trabajo eventual,Maestría,Divorciado,49,1,Inquilino,Administrativo,costurera,12,mensual,0.5,1,12
548,37419,119586,6,Trabajo eventual,Primaria,Soltero,29,3,Propietario,Jubilado,ventas,15,catorcenal,0.8,0,12
465,17588,192772,6,Trabajo asalariado,Especialidad,Divorciado,65,4,Propietario,Ventas por catÃ¡logo,farmacia,12,mensual,0.8,0,12
780,41142,32624,6,Pensionado jubilado,Ingeniería,Soltero,59,4,Propietario,Administrativo,Oficial AlbaÃ±il,18,quincenal,0.2,1,12
634,44198,11823,6,Trabajo asalariado,Maestría,Viudo,44,4,Inquilino,Operativo,Contadora,6,mensual,0.5,1,12
841,49738,23489,6,Pensionado jubilado,Secundaria,Divorciado,27,0,Inquilino,Ventas por catÃ¡logo,enfermera,9,catorcenal,0.1,1,12
405,38397,176033,6,Trabajador independiente,Preparatoria,Casado,63,1,Inquilino,Administrativo,preventa,15,mensual,0.8,0,12
380,21653,34118,6,Trabajo eventual,Primaria,Viudo,69,0,Inquilino,Ventas por catÃ¡logo,Oficial AlbaÃ±il,3,semanal,0.8,1,12
432,15831,105417,6,Trabajador independiente,Ingeniería,Soltero,59,2,Inquilino,Operativo,Contadora,18,semanal,0.8,0,12
437,10724,86816,6,Trabajo eventual,Media superior,Viudo,49,1,Propietario,Jubilado,Encargado de restaurant,12,semanal,0.8,0,12
483,16083,158335,6,Trabajador independiente,Ingeniería,Soltero,59,3,Propietario,Jubilado,director de obras pÃºblicas,9,mensual,0.8,0,12
700,24816,18565,6,Trabajo asalariado,Ingeniería,Viudo,43,4,Propietario,Administrativo,licenciada,12,semanal,0.2,1,12
629,47240,156426,6,Trabajador independiente,Maestría,Soltero,42,2,Propietario,Jubilado,Empleado,18,quincenal,0.5,0,12
807,11276,179023,6,Trabajador independiente,Media superior,Divorciado,28,1,Inquilino,Administrativo,director de obras pÃºblicas,15,catorcenal,0.1,1,12
368,43663,96179,6,Trabajo asalariado,Ingeniería,Casado,40,0,Inquilino,Ventas por catÃ¡logo,policia,12,mensual,0.8,0,12
845,18994,28648,6,Trabajo eventual,Especialidad,Soltero,51,4,Propietario,Administrativo,alfarero,12,quincenal,0.1,1,12
352,28499,186801,6,Trabajo eventual,Primaria,Viudo,69,0,Inquilino,Administrativo,docente,12,semanal,0.8,0,12
749,28040,46971,6,Trabajo asalariado,Primaria,Soltero,57,1,Propietario,Administrativo,licenciada,9,quincenal,0.2,1,12
504,48320,23658,6,Trabajador independiente,Especialidad,Soltero,40,1,Propietario,Jubilado,enfermera,18,quincenal,0.8,0,12
425,21959,26253,6,Trabajador independiente,Primaria,Soltero,46,2,Propietario,Administrativo,mecÃ¡nico,15,semanal,0.8,1,12
342,11099,184635,6,Trabajador independiente,Ingeniería,Viudo,48,3,Propietario,Operativo,costurera,12,semanal,0.8,0,12
410,47267,162462,6,Pensionado jubilado,Preparatoria,Casado,24,0,Inquilino,Administrativo,Empleado,3,semanal,0.8,0,12
482,24576,93664,6,Trabajo eventual,Ingeniería,Divorciado,57,2,Propietario,Ventas por catÃ¡logo,Contadora,15,catorcenal,0.8,0,12
394,40946,187650,6,Trabajador independiente,Maestría,Casado,50,4,Inquilino,Operativo,Oficial AlbaÃ±il,12,semanal,0.8,0,12
673,11116,108850,6,Trabajo eventual,Bachillerato,Soltero,38,3,Propietario,Ventas por catÃ¡logo,supervisor almacenes,18,mensual,0.5,0,12
819,20563,168730,6,Trabajador independiente,Preparatoria,Viudo,19,2,Propietario,Ventas por catÃ¡logo,docente,6,mensual,0.1,1,12
659,31788,142924,6,Trabajo asalariado,Secundaria,Casado,35,0,Propietario,Ventas por catÃ¡logo,Encargado de restaurant,6,mensual,0.5,0,12
580,31928,138623,6,Trabajo asalariado,Secundaria,Soltero,64,1,Propietario,Operativo,ventas,18,mensual,0.8,0,12
494,41336,76947,6,Trabajo eventual,Preparatoria,Divorciado,50,4,Inquilino,Operativo,docente,6,semanal,0.8,0,12
494,14847,66001,6,Trabajo eventual,Ingeniería,Divorciado,54,0,Propietario,Jubilado,Administrativo,12,quincenal,0.8,1,12
392,31155,185231,6,Trabajo asalariado,Licenciatura,Divorciado,51,3,Inquilino,Operativo,Mesera,15,mensual,0.8,0,12
360,19135,127775,6,Pensionado jubilado,Bachillerato,Soltero,37,3,Propietario,Administrativo,vendedor,12,quincenal,0.8,0,12
350,22774,187779,6,Trabajo asalariado,Especialidad,Viudo,52,1,Propietario,Ventas por catÃ¡logo,Programador,3,quincenal,0.8,0,12
702,6742,38243,6,Trabajador independiente,Ingeniería,Casado,68,1,Propietario,Jubilado,licenciada,18,semanal,0.2,1,12
304,23309,157872,6,Pensionado jubilado,Preparatoria,Divorciado,67,4,Inquilino,Operativo,intendente,3,catorcenal,0.8,0,12
765,5619,80939,6,Trabajo asalariado,Licenciatura,Soltero,35,4,Propietario,Ventas por catÃ¡logo,farmacia,18,quincenal,0.2,1,12
833,22658,62828,6,Pensionado jubilado,Ingeniería,Soltero,63,1,Propietario,Operativo,docente,18,mensual,0.1,1,12
704,39707,143311,6,Pensionado jubilado,Licenciatura,Casado,41,1,Propietario,Jubilado,mecÃ¡nico,12,quincenal,0.2,1,12
812,25337,11710,6,Pensionado jubilado,Preparatoria,Divorciado,25,3,Propietario,Operativo,gerente,6,catorcenal,0.1,1,12
532,21001,157456,6,Trabajo eventual,Ingeniería,Soltero,47,1,Propietario,Operativo,Jubilado,9,mensual,0.8,0,12
823,5968,157110,6,Trabajo asalariado,Media superior,Casado,61,2,Inquilino,Ventas por catÃ¡logo,Contadora,18,quincenal,0.1,1,12
645,30892,176918,6,Trabajo eventual,Primaria,Viudo,27,0,Inquilino,Administrativo,Oficial AlbaÃ±il,6,mensual,0.5,0,12
345,30619,42991,6,Trabajo eventual,Preparatoria,Viudo,40,1,Propietario,Operativo,Mesera,9,mensual,0.8,0,12
845,5281,143043,6,Trabajador independiente,Secundaria,Viudo,69,4,Propietario,Jubilado,preventa,15,semanal,0.1,1,12
377,32420,165211,6,Trabajador independiente,Secundaria,Divorciado,66,2,Inquilino,Operativo,licenciada,15,catorcenal,0.8,0,12
372,20360,90445,6,Pensionado jubilado,Bachillerato,Casado,28,4,Propietario,Operativo,Administrativo,3,quincenal,0.8,0,12
548,44030,85257,6,Pensionado jubilado,Educación Básica,Casado,19,2,Inquilino,Administrativo,supervisor almacenes,12,catorcenal,0.8,0,12
346,6058,42711,6,Trabajador independiente,Secundaria,Soltero,43,1,Propietario,Ventas por catÃ¡logo,vendedor,15,mensual,0.8,0,12
420,25677,11530,6,Trabajador independiente,Educación Básica,Soltero,53,0,Propietario,Jubilado,gerente,18,mensual,0.8,0,12
513,15724,16116,6,Trabajo asalariado,Media superior,Soltero,50,4,Inquilino,Ventas por catÃ¡logo,labor de hogar,18,catorcenal,0.8,0,12
538,33404,70794,6,Pensionado jubilado,Preparatoria,Casado,64,2,Propietario,Ventas por catÃ¡logo,licenciada,12,semanal,0.8,0,12
355,42946,136354,6,Pensionado jubilado,Licenciatura,Soltero,30,3,Inquilino,Ventas por catÃ¡logo,Atencion al cliente,18,semanal,0.8,1,12
649,44748,137970,6,Trabajador independiente,Bachillerato,Casado,57,1,Inquilino,Operativo,obrero,15,semanal,0.5,1,12
406,34856,9135,6,Trabajo asalariado,Primaria,Casado,42,0,Inquilino,Administrativo,ventas,18,semanal,0.8,0,12
347,14200,142701,6,Trabajador independiente,Especialidad,Viudo,21,1,Propietario,Operativo,gerente,15,mensual,0.8,0,12
636,38997,114472,6,Trabajador independiente,Educación Básica,Soltero,59,3,Inquilino,Jubilado,gerente,3,semanal,0.5,1,12
325,30611,130147,6,Trabajo eventual,Primaria,Viudo,36,0,Inquilino,Administrativo,tortillera,15,mensual,0.8,0,12
556,46235,94087,6,Pensionado jubilado,Bachillerato,Divorciado,35,3,Propietario,Ventas por catÃ¡logo,Programador,12,quincenal,0.8,0,12
307,40057,38380,6,Trabajo asalariado,Bachillerato,Divorciado,54,1,Propietario,Administrativo,alfarero,15,mensual,0.8,0,12
552,6239,134951,6,Trabajo eventual,Secundaria,Divorciado,47,2,Propietario,Jubilado,Administrativo,3,semanal,0.8,0,12
602,43138,22071,6,Pensionado jubilado,Primaria,Casado,36,1,Propietario,Operativo,Atencion al cliente,15,mensual,0.5,1,12
355,5125,25074,6,Trabajador independiente,Ingeniería,Casado,40,1,Propietario,Operativo,alfarero,6,mensual,0.8,0,12
825,28857,72843,6,Trabajo asalariado,Maestría,Casado,33,1,Propietario,Ventas por catÃ¡logo,vendedor,18,semanal,0.1,1,12
773,20398,44901,6,Pensionado jubilado,Bachillerato,Soltero,18,4,Inquilino,Operativo,Oficial AlbaÃ±il,6,catorcenal,0.2,1,12
327,11638,16205,6,Trabajador independiente,Educación Básica,Viudo,29,3,Propietario,Operativo,Empleado,9,semanal,0.8,0,12
377,11570,191733,6,Trabajo eventual,Especialidad,Casado,41,3,Inquilino,Jubilado,Contadora,18,semanal,0.8,0,12
515,8249,129661,6,Trabajo asalariado,Especialidad,Viudo,51,3,Propietario,Administrativo,intendente,15,mensual,0.8,0,12
685,14110,10906,6,Pensionado jubilado,Media superior,Viudo,25,4,Inquilino,Operativo,licenciada,18,semanal,0.5,0,12
664,45363,138663,6,Trabajo eventual,Media superior,Viudo,35,2,Inquilino,Jubilado,tortillera,6,catorcenal,0.5,1,12
825,18605,130576,6,Trabajador independiente,Secundaria,Soltero,65,1,Propietario,Jubilado,licenciada,18,mensual,0.1,1,12
611,17115,67987,6,Trabajador independiente,Ingeniería,Soltero,22,2,Propietario,Ventas por catÃ¡logo,intendente,18,catorcenal,0.5,1,12
306,44062,199442,6,Pensionado jubilado,Secundaria,Divorciado,43,4,Inquilino,Jubilado,docente,3,semanal,0.8,0,12
302,27911,85685,6,Trabajador independiente,Especialidad,Divorciado,47,3,Propietario,Ventas por catÃ¡logo,docente,6,catorcenal,0.8,0,12
662,43525,115454,6,Trabajo asalariado,Licenciatura,Viudo,30,1,Propietario,Operativo,ventas,6,semanal,0.5,1,12
807,37556,110487,6,Pensionado jubilado,Especialidad,Divorciado,36,0,Inquilino,Ventas por catÃ¡logo,Jubilado,12,quincenal,0.1,1,12
573,17595,59400,6,Trabajo eventual,Bachillerato,Viudo,46,0,Inquilino,Jubilado,policia,3,quincenal,0.8,0,12
805,6969,161222,6,Pensionado jubilado,Primaria,Soltero,20,2,Inquilino,Administrativo,policia,6,mensual,0.1,1,12
314,48753,36852,6,Pensionado jubilado,Primaria,Soltero,43,3,Propietario,Administrativo,director de obras pÃºblicas,12,catorcenal,0.8,0,12
491,22275,178942,6,Trabajo eventual,Bachillerato,Soltero,57,0,Propietario,Operativo,intendente,15,mensual,0.8,0,12
784,9470,57756,6,Trabajador independiente,Bachillerato,Casado,29,2,Propietario,Operativo,policia,12,quincenal,0.2,1,12
327,15225,120357,6,Trabajo eventual,Especialidad,Viudo,19,4,Propietario,Administrativo,director de obras pÃºblicas,12,quincenal,0.8,1,12
338,47324,124052,6,Trabajo asalariado,Primaria,Soltero,28,2,Inquilino,Ventas por catÃ¡logo,vendedor,9,mensual,0.8,0,12
572,46974,61481,6,Trabajador independiente,Primaria,Viudo,61,2,Propietario,Operativo,policia,3,quincenal,0.8,1,12
530,47759,6283,6,Pensionado jubilado,Preparatoria,Divorciado,45,2,Inquilino,Jubilado,farmacia,18,mensual,0.8,1,12
385,28196,38691,6,Trabajador independiente,Primaria,Divorciado,35,1,Propietario,Operativo,obrero,6,mensual,0.8,0,12
773,45287,137197,6,Trabajador independiente,Bachillerato,Soltero,30,2,Propietario,Ventas por catÃ¡logo,Encargado de restaurant,18,semanal,0.2,1,12
425,18669,31170,6,Trabajo asalariado,Media superior,Viudo,54,2,Inquilino,Operativo,supervisor almacenes,15,semanal,0.8,0,12
836,42380,13438,6,Trabajador independiente,Ingeniería,Soltero,39,1,Propietario,Jubilado,Administrativo,9,quincenal,0.1,1,12
444,43006,25095,6,Trabajador independiente,Licenciatura,Divorciado,29,1,Propietario,Jubilado,Programador,3,catorcenal,0.8,0,12
824,20577,152226,6,Trabajador independiente,Bachillerato,Soltero,19,4,Inquilino,Jubilado,supervisor almacenes,15,mensual,0.1,1,12
511,27473,144076,6,Pensionado jubilado,Primaria,Viudo,54,3,Propietario,Ventas por catÃ¡logo,Contadora,15,catorcenal,0.8,0,12
324,33625,14752,6,Trabajador independiente,Educación Básica,Divorciado,24,0,Inquilino,Ventas por catÃ¡logo,vendedor,6,semanal,0.8,0,12
693,20504,60426,6,Trabajo eventual,Especialidad,Casado,43,0,Inquilino,Jubilado,Empleado,12,mensual,0.5,1,12
366,29089,31819,6,Trabajador independiente,Especialidad,Divorciado,43,2,Inquilino,Jubilado,Oficial AlbaÃ±il,18,quincenal,0.8,0,12
532,41487,97051,6,Trabajo asalariado,Ingeniería,Casado,41,4,Inquilino,Ventas por catÃ¡logo,costurera,3,quincenal,0.8,0,12
408,5302,160289,6,Trabajador independiente,Bachillerato,Soltero,29,2,Propietario,Ventas por catÃ¡logo,vendedor,6,mensual,0.8,0,12
445,36463,37994,6,Trabajador independiente,Ingeniería,Soltero,33,0,Propietario,Ventas por catÃ¡logo,Oficial AlbaÃ±il,18,mensual,0.8,0,12
410,49912,151108,6,Pensionado jubilado,Media superior,Viudo,40,1,Propietario,Administrativo,director de obras pÃºblicas,9,catorcenal,0.8,0,12
527,34259,102756,6,Trabajo eventual,Maestría,Casado,57,3,Inquilino,Ventas por catÃ¡logo,aluminiero,6,catorcenal,0.8,0,12
410,47823,185488,6,Trabajador independiente,Secundaria,Soltero,26,4,Propietario,Jubilado,Administrativo,9,mensual,0.8,0,12
769,42208,145659,6,Trabajo eventual,Educación Básica,Casado,49,1,Propietario,Administrativo,policia,9,catorcenal,0.2,1,12
333,35659,100665,6,Trabajo asalariado,Secundaria,Soltero,32,3,Propietario,Ventas por catÃ¡logo,director de obras pÃºblicas,3,quincenal,0.8,1,12
668,40840,136717,6,Pensionado jubilado,Maestría,Divorciado,54,4,Propietario,Jubilado,carpintero,6,catorcenal,0.5,0,12
724,36890,167002,6,Trabajo eventual,Educación Básica,Soltero,30,4,Inquilino,Operativo,Oficial AlbaÃ±il,18,semanal,0.2,1,12
817,18598,86835,6,Pensionado jubilado,Secundaria,Viudo,22,0,Inquilino,Administrativo,aluminiero,15,quincenal,0.1,1,12
581,24508,127232,6,Trabajador independiente,Educación Básica,Divorciado,28,1,Propietario,Jubilado,Jubilado,12,catorcenal,0.8,1,12
619,47287,166162,6,Trabajo asalariado,Ingeniería,Viudo,27,4,Inquilino,Operativo,alfarero,18,mensual,0.5,0,12
742,18380,188214,6,Pensionado jubilado,Licenciatura,Divorciado,69,4,Propietario,Jubilado,agricultor,3,catorcenal,0.2,1,12
614,31984,162547,6,Trabajador independiente,Preparatoria,Casado,30,3,Propietario,Ventas por catÃ¡logo,labor de hogar,18,quincenal,0.5,1,12
676,49633,154960,6,Trabajo eventual,Educación Básica,Viudo,58,0,Propietario,Ventas por catÃ¡logo,director de obras pÃºblicas,6,semanal,0.5,1,12
